,label,text,osp
313,guilt,I had stopped talking to a very close friend of mine.  A week later he came over to try and make friends with me  again and from the way he talked I felt that he was a very mean preson.,0
314,joy,At church camp when I accepted Christ into my life and so did my friend.,1
315,fear,After a short stay in Marocco we missed the ferry-boat back to Spain and we had to look for an accomodation. By chance we met a man who offered to take us to a camping site. While I was sitting in his car I was terribly afraid because I had heard of people being robbed in Marocco.,1
316,shame,A mishap suffered on misinterpreting a girl's proposition.,1
317,shame,I was dishonest to my boyfriend concerning something that is important to our relationship.,0
318,anger,When a colleague was rude with me because she didn't understand the subject about which I was discussing.,1
319,disgust,When a man spoke very sexistly in the company of some friends of mine.,0
320,shame,"When I was in the 12th standard, I could not speak English.  One day, while  talking with my relatives I used a wrong word and  my cousin corrected me, believing that I did not know English.  I really felt ashamed then.",1
321,sadness,My fiancT's family was adopting a 5 years old boy. I felt myself close to him as I never felt before. After some time his mother demanded the care of the kid and we were obliged to send him back.,0
322,guilt,When I let a person assume a fault that I committed.,1
323,joy,Once a week I work as a volunteer in a biologic garden. this work in the garden and the contact with other volunteers filled me with joy. They also gave me support after I failed passing my driver's test.,1
324,anger,"A class-mate urged me to carry out a particular protest along with him, and when the time came this fellow drew back while I had to face the situation.",2
325,sadness,I did not like it when a little girl was crying for her dead mother and was calling her by her name.  I was sad.,1
326,guilt,"I had made an appointment with a girl to go to the movies, but actually I had no mind when we arrived at the cinema, it was a full house. I then went back and she went to the movie alone.",0
327,disgust,I was looking for an object when I came across a rotten corpse of a rat.,1
328,disgust,In ward 2A there was a patient suffering from Syphilitic Paraplegia and had pressure sores. The wounds had offensive smell that only a few people .... the place.,1
329,guilt,"When my little brother asked me to play with him, I told him that I had no time and that I would play with him the next day. However, the next day I said the same thing.",2
330,guilt,Failed to keep an appointment.,1
331,joy,Girlfriend arriving back from overseas and picking her up from airport. When she finally appeared from customs and we came in contact again.,0
332,anger,At the end of my holiday job I got less money than was due to me and nobody mentioned anything about that.,1
333,disgust,When I heard about the disaster in Bophal (India).,1
334,shame,Equivocal situation when filling a security questionnaire on entering a government building with several people there.,1
335,anger,"In 1982, I was annoyed at an uncle who was drunk and was beating up his old father.  He claimed that the father was responsible for his guardian's failure.",0
336,shame,I lied to my best friend and I wouldn't reform what I had done.,0
337,joy,When I married my wife and took her home for the first time.,0
338,shame,When I forgot about a meeting at work.,1
339,anger,"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons.",1
340,anger,"I had been searching for housing for Fall at UCB and I was finally offered a place - then an ordeal followed, first I accepted then refused - related to my parents judgment (they're paying for me). Turns out that I was so upset at what my Dad said to me that I hung up on him. He called back and threatened to cut me off financially and emotionally.",1
341,disgust,If a guy one is not interested in makes advances.,1
342,disgust,"When I was working, I got treated in a way which I felt was not democratic.",1
343,guilt,When I took a small boy's share of choclale.  He was our guest and so had been given a larger share of the sweets.,1
344,sadness,General Ye Jianying died.,1
345,anger,During military service a superior reproached me unjustly. This led to friction in a lot of situations.,2
346,disgust,"While travelling in a bus, there were three people sitting behind me (two men and a woman).  They were drunk and the conversation was unbelievable (about fucking, fellatio, etc...).  They tried to get others to take part in the conversation.  I loathed it and felt like crying.",1
